data_lenth, frameIdx, cars_speed(m/s), heading_angle(degree), ground_noise, cfar_num, x(m), y(m), z(m), distance(m), speed(m/s), azi_angle(degree), pitch_angle(degree), range_Idx, doppler_Idx, angle_Idx, SNR
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.29 ,7.44 ,-0.15 ,8.59 ,-1.26 ,-30.00 ,-1.00, 206, 116, 255, 27
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.20 ,7.57 ,-0.48 ,8.68 ,-1.36 ,-28.97 ,-3.18, 208, 115, 255, 31
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.08 ,7.65 ,-0.90 ,8.72 ,-1.68 ,-27.95 ,-5.98, 209, 112, 255, 16
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.54 ,7.54 ,0.19 ,8.80 ,-0.94 ,-31.03 ,1.26, 211, 119, 255, 24
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.18 ,7.84 ,0.82 ,8.93 ,-0.84 ,-27.95 ,5.31, 214, 120, 255, 21
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.46 ,7.73 ,-0.16 ,8.93 ,-0.21 ,-30.00 ,-1.02, 214, 126, 255, 24
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.24 ,7.79 ,1.81 ,9.05 ,-0.94 ,-27.95 ,11.57, 217, 119, 255, 16
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.16 ,7.51 ,0.27 ,8.59 ,-0.63 ,-28.97 ,1.84, 206, 122, 247, 20
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.18 ,7.54 ,-0.44 ,8.63 ,-2.20 ,-28.97 ,-2.98, 207, 107, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.47 ,7.41 ,0.54 ,8.68 ,-0.63 ,-31.03 ,3.59, 208, 122, 253, 20
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.42 ,7.61 ,0.88 ,8.84 ,-0.84 ,-30.00 ,5.75, 208, 114, 255, 27
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.06 ,7.65 ,-0.48 ,8.68 ,-0.73 ,-27.95 ,-3.20, 208, 121, 255, 21
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.24 ,7.79 ,1.81 ,9.05 ,-0.94 ,-27.95 ,11.57, 217, 119, 239, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.50 ,7.76 ,0.79 ,9.01 ,-0.84 ,-30.00 ,5.08, 216, 120, 255, 20
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.18 ,7.54 ,-0.46 ,8.63 ,-1.47 ,-28.97 ,-3.06, 207, 114, 222, 27
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.18 ,7.55 ,0.08 ,8.63 ,-1.05 ,-28.97 ,0.59, 207, 118, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.20 ,7.58 ,-0.43 ,8.68 ,-2.41 ,-28.97 ,-2.85, 208, 105, 255, 16
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.20 ,7.55 ,-0.78 ,8.68 ,-1.57 ,-28.97 ,-5.18, 208, 113, 255, 23
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.50 ,7.79 ,0.46 ,9.01 ,-0.42 ,-30.00 ,2.95, 216, 124, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.97 ,7.60 ,-0.46 ,9.09 ,-2.52 ,-33.15 ,-2.90, 218, 104, 255, 21
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.99 ,7.64 ,-0.41 ,9.14 ,-2.31 ,-33.15 ,-2.57, 219, 106, 239, 23
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.54 ,7.54 ,0.07 ,8.80 ,-0.94 ,-28.97 ,1.91, 219, 119, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.24 ,7.63 ,-0.70 ,8.76 ,-0.94 ,-28.97 ,-4.58, 210, 119, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.52 ,7.81 ,0.68 ,9.05 ,-0.94 ,-30.00 ,4.31, 217, 119, 255, 18
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-4.57 ,7.90 ,0.39 ,9.14 ,-0.84 ,-30.00 ,2.46, 219, 120, 255, 16
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.96 ,1.35 ,-0.12 ,1.66 ,1.57 ,-35.31 ,-4.34, 40, 15, 255, 42
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.95 ,1.03 ,0.20 ,1.41 ,1.68 ,-42.21 ,8.27, 34, 16, 255, 31
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.89 ,1.11 ,0.30 ,1.46 ,1.36 ,-37.54 ,12.08, 35, 13, 255, 31
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-1.00 ,1.07 ,0.29 ,1.50 ,1.26 ,-42.21 ,11.22, 36, 12, 255, 30
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.98 ,1.09 ,0.27 ,1.50 ,1.78 ,-41.01 ,10.63, 36, 17, 255, 33
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.94 ,1.21 ,0.14 ,1.54 ,1.26 ,-37.54 ,5.54, 37, 12, 255, 33
1037 ,32807 ,0.00 ,0.00 ,1036 ,53 ,-0.94 ,1.22 ,0.35 ,1.58 ,1.36 ,-36.42 ,12.81, 38, 13, 255, 46
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.28 ,7.72 ,0.42 ,8.84 ,-0.94 ,-28.97 ,2.74, 212, 119, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.87 ,7.62 ,-0.27 ,8.55 ,-1.89 ,-26.94 ,-1.86, 205, 110, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.01 ,7.55 ,-0.17 ,8.55 ,-1.36 ,-27.95 ,-1.20, 205, 115, 255, 34
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.03 ,7.59 ,0.25 ,8.59 ,-0.63 ,-27.95 ,1.70, 206, 122, 255, 28
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.34 ,7.48 ,0.72 ,8.68 ,-0.94 ,-30.00 ,4.77, 208, 119, 255, 35
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.20 ,7.89 ,0.72 ,8.97 ,-0.94 ,-27.95 ,4.65, 215, 119, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.48 ,7.76 ,-0.30 ,8.97 ,-0.31 ,-30.00 ,-1.94, 215, 125, 255, 31
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.87 ,7.62 ,-0.20 ,8.55 ,-1.47 ,-26.94 ,-1.38, 205, 114, 255, 34
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.34 ,7.49 ,0.64 ,8.68 ,-0.84 ,-30.00 ,4.26, 208, 120, 255, 32
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.26 ,7.69 ,0.34 ,8.80 ,-0.94 ,-28.97 ,2.22, 211, 119, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.30 ,7.70 ,1.08 ,8.88 ,-0.94 ,-28.97 ,6.98, 213, 119, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.48 ,7.76 ,-0.27 ,8.97 ,-0.21 ,-30.00 ,-1.77, 215, 126, 255, 30
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.99 ,7.50 ,-0.44 ,8.51 ,-1.89 ,-27.95 ,-3.02, 204, 110, 255, 19
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.87 ,7.62 ,-0.25 ,8.55 ,-1.57 ,-26.94 ,-1.70, 205, 113, 255, 31
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.22 ,7.92 ,0.75 ,9.01 ,-0.94 ,-27.95 ,4.79, 216, 119, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.87 ,7.62 ,-0.29 ,8.55 ,-1.68 ,-26.94 ,-1.99, 205, 112, 255, 26
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.41 ,7.30 ,0.56 ,8.55 ,-0.84 ,-31.03 ,3.80, 205, 120, 255, 21
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.14 ,7.48 ,0.23 ,8.55 ,-0.63 ,-28.97 ,1.55, 205, 122, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.89 ,7.66 ,-0.20 ,8.59 ,-1.36 ,-26.94 ,-1.34, 206, 115, 255, 29
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.03 ,7.59 ,0.12 ,8.59 ,-0.73 ,-27.95 ,0.80, 206, 121, 255, 26
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.31 ,7.45 ,0.67 ,8.63 ,-0.94 ,-30.00 ,4.48, 207, 119, 255, 31
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.48 ,7.76 ,-0.35 ,8.97 ,-0.42 ,-30.00 ,-2.24, 215, 124, 255, 26
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.99 ,7.51 ,-0.18 ,8.51 ,-1.36 ,-27.95 ,-1.21, 204, 115, 255, 30
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.41 ,7.31 ,0.51 ,8.55 ,-0.94 ,-31.03 ,3.44, 205, 119, 255, 21
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.22 ,7.57 ,0.92 ,8.72 ,-0.94 ,-28.97 ,6.07, 209, 119, 255, 31
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.26 ,7.70 ,0.22 ,8.80 ,-1.05 ,-28.97 ,1.44, 211, 118, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.30 ,7.77 ,0.01 ,8.88 ,-0.42 ,-28.97 ,0.10, 213, 124, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.32 ,7.72 ,1.20 ,8.93 ,-0.94 ,-28.97 ,7.75, 214, 119, 255, 19
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.46 ,7.73 ,-0.22 ,8.93 ,-0.31 ,-30.00 ,-1.43, 214, 125, 247, 28
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.85 ,7.58 ,-0.38 ,8.51 ,-1.68 ,-26.94 ,-2.59, 204, 112, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-3.99 ,7.51 ,-0.20 ,8.51 ,-1.26 ,-27.95 ,-1.41, 204, 116, 253, 25
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.39 ,7.27 ,0.47 ,8.51 ,-0.84 ,-31.03 ,3.20, 204, 120, 255, 19
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.01 ,7.55 ,-0.20 ,8.55 ,-1.26 ,-27.95 ,-1.37, 205, 116, 255, 28
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.43 ,7.32 ,0.77 ,8.59 ,-0.94 ,-31.03 ,5.18, 206, 119, 239, 23
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.16 ,7.51 ,0.30 ,8.59 ,-0.52 ,-28.97 ,2.05, 206, 123, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,6.65 ,6.09 ,-0.78 ,9.05 ,-1.36 ,47.25 ,-4.95, 217, 115, 222, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.24 ,7.62 ,0.80 ,8.76 ,-0.84 ,-28.97 ,5.24, 210, 120, 255, 19
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.18 ,7.83 ,0.92 ,8.93 ,-1.05 ,-27.95 ,5.92, 214, 118, 255, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.46 ,7.72 ,-0.37 ,8.93 ,-0.42 ,-30.00 ,-2.39, 214, 124, 255, 19
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.06 ,7.66 ,-0.10 ,8.68 ,-0.63 ,-27.95 ,-0.70, 208, 122, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.66 ,7.75 ,0.22 ,9.05 ,-0.84 ,-31.03 ,1.41, 217, 120, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-5.67 ,6.89 ,2.62 ,9.30 ,-0.52 ,-37.54 ,16.37, 223, 123, 239, 21
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.54 ,7.84 ,-0.72 ,9.09 ,-0.84 ,-30.00 ,-4.55, 218, 120, 255, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.16 ,7.52 ,-0.08 ,8.59 ,-1.15 ,-28.97 ,-0.57, 206, 117, 255, 25
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.18 ,7.55 ,-0.10 ,8.63 ,-1.15 ,-28.97 ,-0.67, 207, 117, 255, 26
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.20 ,7.57 ,-0.55 ,8.68 ,-1.26 ,-28.97 ,-3.68, 208, 116, 255, 27
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.06 ,7.66 ,0.14 ,8.68 ,-0.52 ,-27.95 ,0.93, 208, 123, 255, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.08 ,7.66 ,-0.80 ,8.72 ,-1.47 ,-27.95 ,-5.26, 209, 114, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.38 ,7.90 ,0.54 ,9.05 ,-0.73 ,-28.97 ,3.42, 217, 121, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.32 ,7.78 ,0.63 ,8.93 ,-0.73 ,-28.97 ,4.09, 214, 121, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.03 ,7.58 ,0.28 ,8.59 ,-0.73 ,-27.95 ,1.90, 206, 121, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.04 ,7.62 ,0.34 ,8.63 ,-0.52 ,-27.95 ,2.27, 207, 123, 255, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.20 ,7.57 ,-0.50 ,8.68 ,-0.84 ,-28.97 ,-3.36, 208, 120, 255, 20
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.42 ,7.65 ,-0.30 ,8.84 ,-0.94 ,-30.00 ,-1.95, 212, 119, 255, 16
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.29 ,7.43 ,-0.31 ,8.59 ,-1.36 ,-30.00 ,-2.12, 206, 115, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.28 ,7.73 ,-0.13 ,8.84 ,-0.84 ,-28.97 ,-0.86, 212, 120, 255, 18
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.76 ,7.59 ,-0.39 ,8.97 ,0.00 ,-32.08 ,-2.52, 215, 0, 255, 27
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-5.04 ,7.39 ,0.53 ,8.97 ,-0.21 ,-34.22 ,3.44, 215, 126, 255, 22
1151 ,32808 ,0.00 ,0.00 ,1050 ,59 ,-4.78 ,7.62 ,-0.43 ,9.01 ,-0.21 ,-32.08 ,-2.76, 216, 126, 255, 18
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.85 ,7.58 ,-0.14 ,8.51 ,-0.31 ,-26.94 ,-0.95, 204, 125, 255, 36
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.10 ,7.70 ,0.71 ,8.76 ,-0.84 ,-27.95 ,4.66, 210, 120, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.87 ,0.46 ,8.93 ,-1.05 ,-27.95 ,3.01, 214, 118, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.01 ,7.54 ,0.40 ,8.55 ,-0.84 ,-27.95 ,2.69, 205, 120, 255, 29
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.51 ,0.82 ,8.63 ,-0.94 ,-28.97 ,5.51, 207, 119, 255, 34
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.48 ,7.75 ,-0.52 ,8.97 ,-0.31 ,-30.00 ,-3.38, 215, 125, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.51 ,0.84 ,8.63 ,-1.05 ,-28.97 ,5.59, 207, 118, 255, 34
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.73 ,0.77 ,8.80 ,-0.84 ,-27.95 ,5.07, 211, 120, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.43 ,0.42 ,8.51 ,-0.94 ,-28.97 ,2.82, 204, 119, 255, 29
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.85 ,7.58 ,-0.14 ,8.51 ,-0.42 ,-26.94 ,-0.99, 204, 124, 255, 35
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.30 ,7.77 ,0.19 ,8.88 ,-1.05 ,-28.97 ,1.28, 213, 118, 255, 27
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.50 ,7.78 ,-0.53 ,9.01 ,-0.31 ,-30.00 ,-3.43, 216, 125, 255, 23
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.23 ,7.32 ,0.36 ,8.47 ,-0.94 ,-30.00 ,2.44, 203, 119, 255, 23
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.83 ,7.55 ,-0.16 ,8.47 ,-0.31 ,-26.94 ,-1.11, 203, 125, 255, 34
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.44 ,0.34 ,8.51 ,-0.84 ,-28.97 ,2.31, 204, 120, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.85 ,7.58 ,-0.14 ,8.51 ,-0.52 ,-26.94 ,-0.95, 204, 123, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.01 ,7.55 ,0.33 ,8.55 ,-0.73 ,-27.95 ,2.23, 205, 121, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.29 ,7.40 ,0.74 ,8.59 ,-1.05 ,-30.00 ,4.97, 206, 118, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.06 ,7.98 ,0.54 ,8.97 ,-1.05 ,-26.94 ,3.49, 215, 118, 255, 21
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.34 ,7.81 ,-0.69 ,8.97 ,-0.84 ,-28.97 ,-4.45, 215, 120, 255, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.48 ,7.75 ,-0.57 ,8.97 ,-0.42 ,-30.00 ,-3.64, 215, 124, 255, 22
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.48 ,7.76 ,-0.38 ,8.97 ,-0.21 ,-30.00 ,-2.44, 215, 126, 255, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.85 ,7.58 ,-0.09 ,8.51 ,-0.21 ,-26.94 ,-0.62, 204, 126, 255, 29
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.06 ,7.59 ,1.04 ,8.68 ,-0.94 ,-27.95 ,6.92, 208, 119, 255, 31
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.74 ,0.69 ,8.80 ,-0.94 ,-27.95 ,4.49, 211, 119, 255, 24
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.88 ,0.34 ,8.93 ,-0.94 ,-27.95 ,2.21, 214, 119, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.48 ,7.70 ,-1.02 ,8.97 ,-0.73 ,-30.00 ,-6.58, 215, 121, 255, 16
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.22 ,7.96 ,0.20 ,9.01 ,-1.05 ,-27.95 ,1.33, 216, 118, 255, 19
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.82 ,7.51 ,-0.18 ,8.43 ,-0.31 ,-26.94 ,-1.26, 202, 125, 247, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.83 ,7.55 ,-0.17 ,8.47 ,-0.52 ,-26.94 ,-1.21, 203, 123, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.25 ,7.35 ,0.46 ,8.51 ,-1.05 ,-30.00 ,3.11, 204, 118, 253, 21
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.03 ,7.59 ,0.02 ,8.59 ,-0.63 ,-27.95 ,0.19, 206, 122, 255, 23
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.52 ,0.73 ,8.63 ,-0.84 ,-28.97 ,4.91, 207, 120, 255, 24
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.75 ,0.55 ,8.80 ,-1.05 ,-27.95 ,3.62, 211, 118, 239, 18
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.16 ,7.84 ,0.36 ,8.88 ,-1.15 ,-27.95 ,2.35, 213, 117, 255, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.30 ,7.77 ,0.15 ,8.88 ,-0.94 ,-28.97 ,1.02, 213, 119, 222, 24
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.36 ,7.86 ,-0.55 ,9.01 ,-0.42 ,-28.97 ,-3.52, 216, 124, 255, 19
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.36 ,7.87 ,-0.37 ,9.01 ,-0.21 ,-28.97 ,-2.41, 216, 126, 255, 18
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.23 ,7.33 ,0.32 ,8.47 ,-1.05 ,-30.00 ,2.19, 203, 118, 255, 25
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.50 ,7.78 ,-0.53 ,9.01 ,-0.42 ,-30.00 ,-3.40, 216, 124, 255, 16
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.99 ,7.51 ,-0.29 ,8.51 ,-1.57 ,-27.95 ,-1.97, 204, 113, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.39 ,7.28 ,0.36 ,8.51 ,-0.94 ,-31.03 ,2.46, 204, 119, 239, 18
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.89 ,7.66 ,-0.18 ,8.59 ,-0.84 ,-30.00 ,-4.55, 218, 120, 255, 16
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.16 ,7.52 ,-0.08 ,8.59 ,-1.15 ,-28.97 ,-0.57, 206, 117, 255, 25
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.18 ,7.55 ,-0.10 ,8.63 ,-1.15 ,-28.97 ,-0.67, 207, 117, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.20 ,7.57 ,-0.55 ,8.68 ,-1.26 ,-28.97 ,-3.68, 208, 116, 255, 27
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.04 ,7.62 ,0.18 ,8.63 ,-0.63 ,-27.95 ,1.22, 207, 122, 255, 24
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.12 ,7.76 ,0.51 ,8.80 ,-0.84 ,-27.95 ,3.32, 211, 120, 255, 16
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.99 ,7.51 ,-0.21 ,8.51 ,-1.47 ,-27.95 ,-1.44, 204, 114, 255, 30
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.76 ,7.72 ,-0.21 ,8.59 ,-1.57 ,-25.94 ,-1.42, 206, 113, 255, 25
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.04 ,7.63 ,0.09 ,8.63 ,-0.73 ,-27.95 ,0.61, 207, 121, 255, 25
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.50 ,7.79 ,-0.46 ,9.01 ,-0.21 ,-30.00 ,-2.95, 216, 126, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.89 ,7.66 ,-0.22 ,8.59 ,-1.47 ,-26.94 ,-1.46, 206, 114, 255, 28
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.24 ,7.75 ,-0.10 ,8.55 ,-0.42 ,-24.95 ,-0.68, 205, 124, 255, 26
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.95 ,7.65 ,1.36 ,8.72 ,-0.94 ,-26.94 ,8.99, 209, 119, 255, 21
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.00 ,7.87 ,0.41 ,8.84 ,-0.94 ,-26.94 ,2.65, 212, 119, 255, 19
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.46 ,7.68 ,-0.83 ,8.93 ,-0.84 ,-30.00 ,-5.35, 214, 120, 255, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-3.82 ,7.51 ,-0.22 ,8.43 ,-0.42 ,-26.94 ,-1.52, 202, 124, 255, 20
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,-4.23 ,7.32 ,0.37 ,8.47 ,-0.84 ,-30.00 ,2.56, 203, 120, 255, 18
1170 ,32809 ,0.00 ,0.00 ,1030 ,60 ,0.13 ,1.45 ,-0.08 ,1.46 ,-0.73 ,5.37 ,-3.34, 35, 121, 255, 38
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.16 ,7.49 ,0.60 ,8.59 ,-1.05 ,-28.97 ,4.04, 206, 118, 255, 35
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.00 ,7.83 ,0.95 ,8.84 ,-0.94 ,-26.94 ,6.16, 212, 119, 255, 26
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.48 ,7.75 ,-0.42 ,8.97 ,-0.63 ,-30.00 ,-2.70, 215, 122, 255, 23
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.72 ,7.65 ,-0.01 ,8.51 ,-0.63 ,-25.94 ,-0.11, 204, 122, 255, 31
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.10 ,7.70 ,0.78 ,8.76 ,-1.15 ,-27.95 ,5.15, 210, 117, 255, 28
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.48 ,7.75 ,-0.47 ,8.97 ,-0.42 ,-30.00 ,-3.01, 215, 124, 255, 20
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.85 ,7.58 ,0.08 ,8.51 ,-0.52 ,-26.94 ,0.60, 204, 123, 255, 31
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.97 ,7.76 ,0.85 ,8.76 ,-1.05 ,-26.94 ,5.58, 210, 118, 255, 28
