data_lenth, frameIdx, cars_speed(m/s), heading_angle(degree), ground_noise, cfar_num, x(m), y(m), z(m), distance(m), speed(m/s), azi_angle(degree), pitch_angle(degree), range_Idx, doppler_Idx, angle_Idx, SNR
790 ,32855 ,0.00 ,0.00 ,1059 ,40 ,-0.50 ,7.97 ,0.58 ,8.01 ,-0.31 ,-3.58 ,4.21, 192, 125, 255, 19
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.60 ,7.69 ,0.24 ,7.72 ,0.31 ,4.48 ,1.80, 185, 3, 255, 32
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.61 ,7.81 ,0.83 ,7.88 ,0.31 ,4.48 ,6.09, 189, 3, 255, 22
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.62 ,7.94 ,-0.31 ,7.97 ,0.00 ,4.48 ,-2.29, 191, 0, 255, 29
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.75 ,7.98 ,0.70 ,8.05 ,0.31 ,5.37 ,5.00, 193, 3, 255, 23
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.51 ,8.15 ,0.33 ,8.18 ,0.31 ,3.58 ,2.31, 196, 3, 255, 16
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.59 ,7.59 ,0.55 ,7.63 ,0.21 ,4.48 ,4.17, 183, 2, 255, 30
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.61 ,7.77 ,0.82 ,7.84 ,0.31 ,4.48 ,6.02, 188, 3, 255, 21
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.75 ,7.98 ,0.76 ,8.05 ,0.21 ,5.37 ,5.43, 193, 2, 255, 19
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.71 ,7.64 ,0.28 ,7.67 ,0.21 ,5.37 ,2.13, 184, 2, 255, 32
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.36 ,7.74 ,0.31 ,7.76 ,0.42 ,2.68 ,2.35, 186, 4, 255, 24
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.75 ,8.03 ,0.58 ,8.09 ,0.31 ,5.37 ,4.14, 194, 3, 255, 19
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.25 ,8.17 ,0.28 ,8.18 ,0.31 ,1.79 ,2.02, 196, 3, 255, 20
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.36 ,7.70 ,0.33 ,7.72 ,0.31 ,2.68 ,2.48, 185, 3, 255, 35
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.69 ,0.33 ,7.72 ,0.63 ,3.58 ,2.50, 185, 6, 255, 16
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.60 ,7.73 ,0.15 ,7.76 ,0.31 ,4.48 ,1.12, 186, 3, 255, 29
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.61 ,7.78 ,0.72 ,7.84 ,0.21 ,4.48 ,5.29, 188, 2, 255, 20
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.47 ,7.54 ,0.69 ,7.59 ,0.31 ,3.58 ,5.21, 182, 3, 255, 21
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.60 ,7.73 ,-0.27 ,7.76 ,0.21 ,4.48 ,-2.05, 186, 2, 255, 24
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.36 ,7.77 ,0.63 ,7.80 ,0.42 ,2.68 ,4.65, 187, 4, 255, 16
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.47 ,7.47 ,0.96 ,7.55 ,0.21 ,3.58 ,7.34, 181, 2, 255, 27
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.71 ,7.64 ,0.22 ,7.67 ,0.10 ,5.37 ,1.70, 184, 1, 255, 27
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.69 ,0.45 ,7.72 ,0.42 ,3.58 ,3.36, 185, 4, 255, 20
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.61 ,7.82 ,0.75 ,7.88 ,0.21 ,4.48 ,5.48, 189, 2, 255, 20
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.74 ,-0.09 ,7.76 ,0.21 ,3.58 ,-0.71, 186, 2, 255, 34
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.69 ,0.94 ,7.76 ,0.42 ,3.58 ,6.96, 186, 4, 255, 24
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.61 ,7.84 ,-0.58 ,7.88 ,0.21 ,4.48 ,-4.23, 189, 2, 255, 19
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.47 ,7.55 ,0.64 ,7.59 ,0.42 ,3.58 ,4.89, 182, 4, 255, 18
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.47 ,7.59 ,0.68 ,7.63 ,0.31 ,3.58 ,5.12, 183, 3, 255, 25
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.68 ,0.58 ,7.72 ,0.42 ,3.58 ,4.32, 185, 4, 247, 29
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.74 ,-0.26 ,7.76 ,0.10 ,3.58 ,-1.94, 186, 1, 255, 31
619 ,32856 ,0.00 ,0.00 ,1064 ,31 ,0.48 ,7.74 ,0.34 ,7.76 ,0.31 ,3.58 ,2.51, 186, 3, 253, 31
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.59 ,7.58 ,0.62 ,7.63 ,0.10 ,4.48 ,4.72, 183, 1, 255, 31
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.73 ,7.72 ,1.18 ,7.84 ,0.21 ,5.37 ,8.70, 188, 2, 255, 26
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.72 ,7.68 ,0.17 ,7.72 ,0.31 ,5.37 ,1.33, 185, 3, 255, 36
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.60 ,7.72 ,0.41 ,7.76 ,0.10 ,4.48 ,3.07, 186, 1, 255, 30
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.93 ,-0.51 ,7.97 ,0.00 ,4.48 ,-3.70, 191, 0, 255, 35
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.97 ,-0.45 ,8.01 ,-0.42 ,4.48 ,-3.28, 192, 124, 255, 18
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.96 ,-0.58 ,8.01 ,-0.31 ,4.48 ,-4.21, 192, 125, 255, 16
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.59 ,7.58 ,0.67 ,7.63 ,0.21 ,4.48 ,5.09, 183, 2, 255, 30
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.72 ,7.72 ,0.21 ,7.76 ,0.31 ,5.37 ,1.62, 186, 3, 255, 33
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.97 ,-0.53 ,8.01 ,0.00 ,4.48 ,-3.82, 192, 0, 255, 35
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.72 ,7.68 ,0.12 ,7.72 ,0.42 ,5.37 ,0.91, 185, 4, 255, 32
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.93 ,-0.49 ,7.97 ,0.10 ,4.48 ,-3.58, 191, 1, 255, 29
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.60 ,7.68 ,0.49 ,7.72 ,0.10 ,4.48 ,3.67, 185, 1, 255, 28
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.48 ,7.69 ,0.33 ,7.72 ,0.63 ,3.58 ,2.50, 185, 6, 255, 16
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.71 ,7.62 ,0.49 ,7.67 ,0.21 ,5.37 ,3.71, 184, 2, 255, 28
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.71 ,7.64 ,0.20 ,7.67 ,0.42 ,5.37 ,1.51, 184, 4, 255, 22
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.60 ,7.73 ,0.01 ,7.76 ,0.42 ,4.48 ,0.12, 186, 4, 255, 30
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.62 ,7.96 ,-0.55 ,8.01 ,0.10 ,4.48 ,-3.96, 192, 1, 255, 29
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.61 ,6.86 ,-3.75 ,7.84 ,0.31 ,4.48 ,-28.59, 188, 3, 255, 19
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.73 ,7.77 ,1.07 ,7.88 ,0.21 ,5.37 ,7.85, 189, 2, 255, 22
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,-0.24 ,7.79 ,0.17 ,7.80 ,0.42 ,-1.79 ,1.30, 187, 4, 255, 19
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.61 ,7.82 ,-0.13 ,7.84 ,0.42 ,4.48 ,-0.98, 188, 4, 255, 16
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.74 ,7.81 ,1.08 ,7.92 ,0.21 ,5.37 ,7.86, 190, 2, 255, 18
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.71 ,7.63 ,0.30 ,7.67 ,0.31 ,5.37 ,2.29, 184, 3, 255, 27
505 ,32857 ,0.00 ,0.00 ,1007 ,25 ,0.60 ,7.68 ,-0.89 ,7.76 ,0.52 ,4.48 ,-6.64, 186, 5, 255, 18
638 ,32858 ,0.00 ,0.00 ,1048 ,32 ,0.62 ,7.94 ,0.04 ,7.97 ,0.73 ,4.48 ,0.29, 191, 7, 255, 16
638 ,32858 ,0.00 ,0.00 ,1048 ,32 ,0.71 ,7.59 ,0.40 ,7.63 ,0.00 ,5.37 ,3.01, 183, 0, 255, 26
638 ,32858 ,0.00 ,0.00 ,1048 ,32 ,0.85 ,7.74 ,-0.35 ,7.80 ,0.52 ,6.27 ,-2.61, 187, 5, 255, 33
